name ,,SITE_NAME (MS names),Licence Site ID (SEPA site name),Site ID ,Remarks,LAT,LONG,Nat Grid,Year of highest production DURING APRIL and MAY ,CAR licensed peak biomass,biomass 1st May of 1st year of production,biomass 1st May of 2nd year of production,Operator,Production cycle regularity of cycle timing ,Model now (GO),Map but do not model (NOGO) includes farms not used for ten years,Map but model in second phase (WAIT),Production in 3 years to 2021,Licence but never stocked,Any production more than 3 years ago but less than ten years (to 2021)?,01/01/2002,02/01/2002,02/02/2002,03/01/2002,03/02/2002,03/03/2002,04/01/2002,04/02/2002,05/01/2002,05/02/2002,06/01/2002,06/02/2002,07/01/2002,07/02/2002,08/01/2002,08/02/2002,08/03/2002,09/01/2002,09/02/2002,09/03/2002,10/01/2002,10/02/2002,11/01/2002,11/02/2002,11/03/2002,12/01/2002,12/02/2002,12/03/2002,01/01/2003,01/02/2003,01/03/2003,01/09/2003,02/01/2003,02/02/2003,02/03/2003,03/01/2003,03/02/2003,03/03/2003,04/01/2003,04/03/2003,05/01/2003,05/03/2003,06/01/2003,06/03/2003,06/09/2003,07/01/2003,07/03/2003,07/09/2003,08/01/2003,08/03/2003,09/01/2003,09/03/2003,10/01/2003,10/03/2003,10/09/2003,11/01/2003,11/03/2003,12/01/2003,12/03/2003,01/01/2004,01/02/2004,01/03/2004,01/04/2004,02/01/2004,02/04/2004,03/01/2004,03/03/2004,03/04/2004,04/01/2004,04/04/2004,05/01/2004,06/01/2004,07/01/2004,08/01/2004,09/01/2004,10/01/2004,11/01/2004,12/01/2004,01/01/2005,02/01/2005,03/01/2005,04/01/2005,05/01/2005,06/01/2005,07/01/2005,08/01/2005,08/10/2005,09/01/2005,10/01/2005,11/01/2005,12/01/2005,01/01/2006,02/01/2006,02/10/2006,03/01/2006,04/01/2006,05/01/2006,06/01/2006,07/01/2006,08/01/2006,09/01/2006,09/06/2006,10/01/2006,11/01/2006,12/01/2006,01/01/2007,02/01/2007,03/01/2007,04/01/2007,05/01/2007,06/01/2007,07/01/2007,08/01/2007,09/01/2007,10/01/2007,11/01/2007,12/01/2007,01/01/2008,02/01/2008,03/01/2008,04/01/2008,05/01/2008,06/01/2008,07/01/2008,08/01/2008,09/01/2008,10/01/2008,10/09/2008,11/01/2008,12/01/2008,01/01/2009,02/01/2009,03/01/2009,04/01/2009,05/01/2009,06/01/2009,07/01/2009,08/01/2009,09/01/2009,10/01/2009,11/01/2009,12/01/2009,01/01/2010,01/10/2010,02/01/2010,03/01/2010,04/01/2010,05/01/2010,06/01/2010,07/01/2010,08/01/2010,09/01/2010,10/01/2010,11/01/2010,11/10/2010,12/01/2010,12/10/2010,01/01/2011,02/01/2011,03/01/2011,04/01/2011,05/01/2011,06/01/2011,07/01/2011,08/01/2011,09/01/2011,10/01/2011,11/01/2011,12/01/2011,01/01/2012,02/01/2012,03/01/2012,04/01/2012,05/01/2012,06/01/2012,07/01/2012,08/01/2012,09/01/2012,10/01/2012,11/01/2012,12/01/2012,01/01/2013,02/01/2013,03/01/2013,04/01/2013,05/01/2013,06/01/2013,07/01/2013,08/01/2013,09/01/2013,10/01/2013,11/01/2013,12/01/2013,01/01/2014,02/01/2014,03/01/2014,04/01/2014,05/01/2014,06/01/2014,07/01/2014,08/01/2014,09/01/2014,10/01/2014,11/01/2014,12/01/2014,01/01/2015,02/01/2015,03/01/2015,04/01/2015,05/01/2015,06/01/2015,07/01/2015,08/01/2015,09/01/2015,10/01/2015,11/01/2015,12/01/2015,01/01/2016,02/01/2016,03/01/2016,04/01/2016,05/01/2016,06/01/2016,07/01/2016,08/01/2016,09/01/2016,10/01/2016,11/01/2016,12/01/2016,01/01/2017,02/01/2017,03/01/2017,04/01/2017,05/01/2017,06/01/2017,07/01/2017,08/01/2017,09/01/2017,10/01/2017,11/01/2017,12/01/2017,01/01/2018,02/01/2018,03/01/2018,04/01/2018,05/01/2018,06/01/2018,07/01/2018,08/01/2018,09/01/2018,10/01/2018,11/01/2018,12/01/2018,01/01/2019,02/01/2019,03/01/2019,04/01/2019,05/01/2019,06/01/2019,07/01/2019,08/01/2019,09/01/2019,10/01/2019,11/01/2019,12/01/2019,01/01/2020,02/01/2020,03/01/2020,04/01/2020,05/01/2020,06/01/2020,07/01/2020,08/01/2020,09/01/2020,10/01/2020,11/01/2020,12/01/2020,01/01/2021,02/01/2021,03/01/2021,04/01/2021,05/01/2021,06/01/2021,07/01/2021,08/01/2021,09/01/2021
Maol Ban,,Maol Ban,,FS0519,,57.30455,-6.04038,,EQUAL,,,,,ANOMALOUS,,,WAIT,YES,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,57,nan,nan,nan,73,nan,nan,102,nan,nan,120,nan,156,nan,231,nan,nan,325,nan,nan,419,nan,586,nan,696,nan,nan,853,nan,1038,nan,1106,nan,nan,nan,1065,nan,1098,nan,nan,909,nan,1001,963,929,986,848,nan,nan,nan,nan,nan,nan,nan,nan,nan,209,277,nan,322,384,442,552,689,756,nan,697,821,886,723,728,733,369,nan,135,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,48,83,154,249,428,621,838,993,1174,1351,nan,1519,1720,2069,2203,2127,2176,1989,1963,2045,1751,nan,nan,nan,nan,110,nan,nan,nan,nan,690,1129,1673,2080,2171,2239,2090,2161,2211,1988,2115,2045,1396,nan,nan,nan,nan,nan,nan,31,57,81,116,196,329,503,728,1019,1354,1558,1898,2081,2190,2152,2244,2083,1595,386,32,101,217,329,451,486,701,838,1006,1299,1725,2214,2236,2284,2073,1099,nan,nan,136,194,294,463,716,1104,1498,2001,2230,2223,2229,2205,2073,2233,2184,1670,610,532,nan,nan,nan,nan,nan,69,94,155,209,300,452,583,811,1148,1441,1697,1886,2098,2199,2217,2175,2183,1512,584,nan,nan,nan,nan,39,141,261,560,974,820,1015,1072,1259,1539,1813,1925,2122,2137,2019,1154,nan,276,320,362,441
Meavaig (Ghille Beidhe),,,CED2,,,57.866163,-6.7679879,NG17359627,EVEN,,,,,ANOMALOUS,,NOGO,,,,NO,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,499,nan,nan,509,nan,nan,nan,494,nan,nan,504,nan,nan,467,nan,389,nan,385,nan,nan,514,nan,nan,487,nan,529,nan,309,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12,nan,19,nan,nan,27,nan,27,41,59,98,145,220,274,350,395,384,417,450,480,516,312,242,nan,91,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,394,523,739,988,1070,1095,nan,985,1031,1175,1189,1082,811,616,506,nan,nan,nan,nan,52,94,150,nan,191,222,326,384,460,704,874,1096,1092,1015,nan,1086,nan,1088,981,905,747,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Mid Loch Shell - Pairc East,(C & D cage groups),Mid Loch Shell _ Pairc - East (C & D cage groups),SHNEM2,,,58.001949,-6.4802541,NB35401020,ODD,,,,,ANOMALOUS,,NOGO,,,,YES,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,56,nan,nan,nan,97,nan,nan,140,nan,nan,165,nan,206,nan,282,nan,nan,361,nan,nan,430,nan,516,nan,591,nan,nan,705,nan,705,nan,736,nan,nan,nan,545,nan,630,nan,nan,619,nan,518,534,509,38,nan,nan,5,8,13,30,41,54,125,246,306,375,nan,500,580,667,638,661,660,nan,579,692,680,684,716,665,410,nan,nan,19,83,125,184,230,288,360,446,550,682,689,620,748,849,968,1048,1072,1071,917,842,673,655,73,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,715,841,980,1096,1259,1254,1313,nan,1251,689,569,nan,nan,nan,nan,nan,nan,81,nan,124,nan,200,261,372,485,644,517,638,814,976,1353,1429,1450,394,nan,nan,nan,nan,nan,nan,nan,nan,nan,82,156,294,371,440,541,674,858,1020,1238,1431,1413,1255,1239,51,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Mid Loch Shell – Pairc West,(A & B cage groups),Mid Loch Shell _ Pairc - West (C & D cage groups),SHNEM1,,,58.002672,-6.49034,NB34811032,ODD,,,,,ANOMALOUS,,NOGO,,,,YES,1581,1491,nan,1355,nan,nan,896,nan,561,nan,252,nan,nan,nan,nan,nan,nan,nan,nan,nan,24,nan,38,nan,nan,72,nan,nan,58,nan,nan,nan,90,nan,nan,136,nan,nan,156,nan,182,nan,218,nan,nan,260,nan,nan,303,nan,479,nan,531,nan,nan,634,nan,789,nan,753,nan,nan,nan,782,nan,817,nan,nan,916,nan,825,940,890,51,nan,36,92,162,237,253,296,342,330,376,447,537,nan,645,728,781,888,910,895,nan,814,816,769,734,749,475,238,nan,nan,36,83,120,162,178,204,272,349,431,535,634,766,837,855,942,1018,1112,1083,923,634,596,505,84,53,nan,63,105,153,194,248,331,401,497,101,516,725,898,1016,1085,1240,nan,1198,1245,1039,nan,nan,nan,nan,nan,68,127,nan,200,nan,223,280,346,409,505,743,817,949,1030,1240,1324,1328,855,nan,nan,nan,nan,nan,nan,nan,nan,nan,51,83,173,237,302,387,500,645,813,1056,1297,1283,1331,1293,747,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Mid Strome,,Strome,,FS0570,,57.37121,-5.52865,,ODD,,,,,ANOMALOUS,,,WAIT,YES,,,116,53,nan,nan,nan,nan,70,nan,94,nan,130,nan,190,nan,315,nan,nan,504,nan,nan,671,nan,843,nan,nan,1004,nan,nan,1121,nan,nan,nan,1254,nan,nan,1279,nan,nan,1416,nan,1228,nan,1252,nan,nan,1444,nan,nan,1343,nan,1408,nan,585,nan,nan,296,nan,141,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,24,63,93,142,151,183,221,263,329,426,570,679,nan,763,954,1026,1196,1268,1328,nan,1241,1071,1020,647,488,61,51,nan,nan,35,49,76,138,199,257,322,407,510,660,853,1054,1247,1355,1368,1278,1311,1240,1068,1019,805,805,nan,nan,nan,57,84,116,157,201,252,331,427,573,735,878,1094,1298,1494,1329,nan,1283,1301,852,745,577,576,nan,nan,58,113,nan,149,nan,213,300,397,506,629,642,897,1087,1139,1292,1273,1374,1365,1241,847,510,510,nan,nan,nan,49,87,133,211,270,312,385,480,564,711,902,1151,1231,1154,1153,937,919,434,434,nan,nan,nan,nan,nan,43,76,145,233,286,354,405,491,523,654,823,730,871,689,213,213,nan,nan,nan,nan,nan,nan,nan,nan,nan,27,37,55,88,126,168,216,293,377,487,558,590,603,604,426,361,111,nan,nan,nan,nan,nan,nan,24,41,76,117,128,nan,nan,nan,6,7,7,5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Miller's Port,,,FFMC52,,,56.464625,-5.5728109,NM80003600,,,,,,ANOMALOUS,,NOGO,,NO,YES,NO,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Nedd,,,NED1,,,58.243549,-5.1722841,NC13903270,ODD,,,,,ANOMALOUS,,NOGO,,,,YES,272,230,nan,249,nan,nan,249,nan,74,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,82,nan,100,nan,nan,133,nan,nan,158,nan,nan,nan,198,nan,nan,224,nan,nan,110,nan,207,nan,239,nan,nan,90,nan,nan,74,nan,74,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,31,nan,43,59,81,131,198,77,96,116,124,141,150,166,202,146,89,80,nan,90,74,73,78,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,66,nan,96,117,141,155,177,172,206,181,189,188,188,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,60,80,121,170,207,208,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
North Bay,,,HOL2,,,57.347791,-7.2321783,NF85404070,,,,,,ANOMALOUS,,NOGO,,,,NO,11,15,nan,14,nan,nan,20,nan,29,nan,40,nan,57,nan,75,nan,nan,107,nan,nan,128,nan,150,nan,nan,163,nan,nan,183,nan,nan,nan,201,nan,nan,227,nan,nan,225,nan,175,nan,106,nan,nan,125,nan,nan,142,nan,159,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6,nan,7,14,18,27,40,45,51,nan,nan,nan,nan,nan,49,52,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
North Channel,,,HOL3,,,57.348165,-7.2555356,NF84004085,ODD,,,,,ANOMALOUS,,NOGO,,,,YES,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4,nan,nan,6,nan,9,17,24,32,46,56,74,94,107,124,142,120,147,153,54,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,83,95,81,173,109,132,188,233,76,83,61,7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NORTH MOINE,,North Moine,,FS0356,,56.15539,-5.53541,,,,,,,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Raasay,,,NRAS1,,,57.494205,-6.0145775,NG59545200,UNCLEAR,,,,,ANOMALOUS,,NOGO,,NO,YES,NO,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Oban Bay,(Ardentraive_ Kerrera A),,FFMC25,,,56.413783,-5.4955396,NM84473010,ODD,,,,,ANOMALOUS,,NOGO,,,,NO,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,66,nan,101,nan,nan,167,nan,nan,214,nan,291,nan,nan,368,nan,nan,387,nan,nan,nan,425,nan,nan,448,nan,nan,474,nan,517,nan,457,nan,nan,476,nan,nan,415,nan,398,nan,192,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,187,294,354,414,467,494,387,310,233,36,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8,18,27,34,38,52,61,68,108,157,226,261,255,46,54,nan,52,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Outer Meanarvagh,,,MEAN2,,,57.420896,-7.2031021,NF87774869,ODD,,,,,ANOMALOUS,,NOGO,,,,NO,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,200,nan,nan,nan,200,nan,nan,200,nan,nan,200,nan,200,nan,200,nan,nan,200,nan,nan,200,nan,143,nan,121,nan,nan,114,nan,122,nan,88,nan,nan,nan,20,nan,18,nan,nan,2,nan,21,33,57,100,135,180,150,177,199,199,184,159,171,137,147,157,nan,60,71,35,24,nan,nan,nan,nan,nan,nan,14,35,47,76,nan,108,141,168,194,233,266,298,336,400,430,430,418,373,385,384,378,336,301,206,105,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,21,31,50,77,115,184,252,300,300,141,nan,161,171,177,177,185,199,199,145,155,175,nan,175,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Pecam Bay,,,PEC1,,,58.107294,-6.4255237,NB39402170,,,,,,ANOMALOUS,,NOGO,,,,NO,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,246,nan,278,nan,nan,nan,318,nan,346,nan,nan,379,nan,300,350,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,145,190,nan,241,306,359,417,447,385,nan,395,397,302,218,216,108,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
